ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Gender,Highest level of education completed,Percentage distribution of persons,Number of estimated persons ,Number of sample persons,Number of estimated persons excluding,Number of estimated persons including,Number of sample persons excluding,Number of sample persons including
9316,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Diploma/Certificate Course,0.3,8255,1406,,,,
9317,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Graduate,4.4,8255,1406,,,,
9318,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Higher Secondary,7.3,8255,1406,,,,
9319,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Literate & Upto Primary,35.8,8255,1406,,,,
9320,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Middle,37.8,8255,1406,,,,
9321,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Not Literate,6.8,8255,1406,,,,
9322,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Post Graduate & Above,0.2,8255,1406,,,,
9323,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Secondary,7.4,8255,1406,,,,
9324,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Secondary & Above,19.6,8255,1406,,,,
9325,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Diploma/Certificate Course,0.2,7800,1354,,,,
9326,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Graduate,3,7800,1354,,,,
9327,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Higher Secondary,7.6,7800,1354,,,,
9328,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Literate & Upto Primary,36.7,7800,1354,,,,
9329,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Middle,33.9,7800,1354,,,,
9330,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Not Literate,6.2,7800,1354,,,,
9331,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Post Graduate & Above,0,7800,1354,,,,
9332,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Secondary,12.4,7800,1354,,,,
9333,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Secondary & Above,23.2,7800,1354,,,,
9334,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Diploma/Certificate Course,0.3,16055,2760,,,,
9335,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Graduate,3.7,16055,2760,,,,
9336,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Higher Secondary,7.5,16055,2760,,,,
9337,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Literate & Upto Primary,36.2,16055,2760,,,,
9338,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Middle,35.9,16055,2760,,,,
9339,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Not Literate,6.5,16055,2760,,,,
9340,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Post Graduate & Above,0.1,16055,2760,,,,
9341,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Secondary,9.8,16055,2760,,,,
9342,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Secondary & Above,21.4,16055,2760,,,,
9343,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Diploma/Certificate Course,0.3,10499,2174,,,,
9344,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Graduate,6.8,10499,2174,,,,
9345,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Higher Secondary,8.9,10499,2174,,,,
9346,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Literate & Upto Primary,32.2,10499,2174,,,,
9347,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Middle,36.5,10499,2174,,,,
9348,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Not Literate,5.9,10499,2174,,,,
9349,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Post Graduate & Above,0.9,10499,2174,,,,
9350,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Secondary,8.4,10499,2174,,,,
9351,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Secondary & Above,25.4,10499,2174,,,,
9352,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Diploma/Certificate Course,0.3,9752,2017,,,,
9353,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Graduate,5.6,9752,2017,,,,
9354,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Higher Secondary,9.9,9752,2017,,,,
9355,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Literate & Upto Primary,33.4,9752,2017,,,,
9356,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Middle,31.9,9752,2017,,,,
9357,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Not Literate,5.3,9752,2017,,,,
9358,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Post Graduate & Above,0.8,9752,2017,,,,
9359,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Secondary,12.9,9752,2017,,,,
9360,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Secondary & Above,29.4,9752,2017,,,,
9361,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Diploma/Certificate Course,0.3,20251,4191,,,,
9362,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Graduate,6.2,20251,4191,,,,
9363,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Higher Secondary,9.4,20251,4191,,,,
9364,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Literate & Upto Primary,32.8,20251,4191,,,,
9365,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Middle,34.3,20251,4191,,,,
9366,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Not Literate,5.6,20251,4191,,,,
9367,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Post Graduate & Above,0.9,20251,4191,,,,
9368,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Secondary,10.6,20251,4191,,,,
9369,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Secondary & Above,27.3,20251,4191,,,,
9370,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Diploma/Certificate Course,0.4,2244,768,,,,
9371,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Graduate,15.8,2244,768,,,,
9372,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Higher Secondary,14.6,2244,768,,,,
9373,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Literate & Upto Primary,18.9,2244,768,,,,
9374,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Middle,31.8,2244,768,,,,
9375,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Not Literate,2.7,2244,768,,,,
9376,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Post Graduate & Above,3.6,2244,768,,,,
9377,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Secondary,12.1,2244,768,,,,
9378,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Secondary & Above,46.6,2244,768,,,,
9379,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Diploma/Certificate Course,0.8,1952,663,,,,
9380,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Graduate,16,1952,663,,,,
9381,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Higher Secondary,18.9,1952,663,,,,
9382,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Literate & Upto Primary,20.4,1952,663,,,,
9383,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Middle,23.7,1952,663,,,,
9384,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Not Literate,1.7,1952,663,,,,
9385,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Post Graduate & Above,3.7,1952,663,,,,
9386,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Secondary,14.7,1952,663,,,,
9387,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Secondary & Above,54.1,1952,663,,,,
9388,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Diploma/Certificate Course,0.6,4196,1431,,,,
9389,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Graduate,15.9,4196,1431,,,,
9390,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Higher Secondary,16.6,4196,1431,,,,
9391,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Literate & Upto Primary,19.6,4196,1431,,,,
9392,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Middle,28.1,4196,1431,,,,
9393,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Not Literate,2.2,4196,1431,,,,
9394,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Post Graduate & Above,3.7,4196,1431,,,,
9395,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Secondary,13.3,4196,1431,,,,
9396,India,17,Meghalaya,2020,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Secondary & Above,50.1,4196,1431,,,,
9397,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Diploma/Certificate Course,0,8678,1419,,,,
9398,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Graduate,4.4,8678,1419,,,,
9399,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Higher Secondary,6.7,8678,1419,,,,
9400,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Literate & Upto Primary,40.6,8678,1419,,,,
9401,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Middle,31.8,8678,1419,,,,
9402,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Not Literate,6.8,8678,1419,,,,
9403,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Post Graduate & Above,0.1,8678,1419,,,,
9404,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Secondary,9.6,8678,1419,,,,
9405,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Secondary & Above,20.8,8678,1419,,,,
9406,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Diploma/Certificate Course,0,8527,1381,,,,
9407,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Graduate,4.1,8527,1381,,,,
9408,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Higher Secondary,8.1,8527,1381,,,,
9409,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Literate & Upto Primary,36.7,8527,1381,,,,
9410,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Middle,32.8,8527,1381,,,,
9411,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Not Literate,5.6,8527,1381,,,,
9412,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Post Graduate & Above,0.3,8527,1381,,,,
9413,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Secondary,12.4,8527,1381,,,,
9414,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Secondary & Above,24.9,8527,1381,,,,
9415,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Diploma/Certificate Course,0,17205,2800,,,,
9416,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Graduate,4.2,17205,2800,,,,
9417,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Higher Secondary,7.4,17205,2800,,,,
9418,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Literate & Upto Primary,38.7,17205,2800,,,,
9419,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Middle,32.3,17205,2800,,,,
9420,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Not Literate,6.2,17205,2800,,,,
9421,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Post Graduate & Above,0.2,17205,2800,,,,
9422,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Secondary,11,17205,2800,,,,
9423,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Secondary & Above,22.8,17205,2800,,,,
9424,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Diploma/Certificate Course,0,10499,2162,,,,
9425,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Graduate,6.7,10499,2162,,,,
9426,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Higher Secondary,8.4,10499,2162,,,,
9427,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Literate & Upto Primary,36.8,10499,2162,,,,
9428,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Middle,30.7,10499,2162,,,,
9429,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Not Literate,6.1,10499,2162,,,,
9430,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Post Graduate & Above,0.9,10499,2162,,,,
9431,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Secondary,10.4,10499,2162,,,,
9432,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Secondary & Above,26.5,10499,2162,,,,
9433,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Diploma/Certificate Course,0,10215,2065,,,,
9434,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Graduate,7,10215,2065,,,,
9435,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Higher Secondary,9.8,10215,2065,,,,
9436,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Literate & Upto Primary,33,10215,2065,,,,
9437,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Middle,31.1,10215,2065,,,,
9438,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Not Literate,4.9,10215,2065,,,,
9439,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Post Graduate & Above,1,10215,2065,,,,
9440,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Secondary,13.2,10215,2065,,,,
9441,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Secondary & Above,31,10215,2065,,,,
9442,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Diploma/Certificate Course,0,20714,4227,,,,
9443,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Graduate,6.9,20714,4227,,,,
9444,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Higher Secondary,9.1,20714,4227,,,,
9445,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Literate & Upto Primary,34.9,20714,4227,,,,
9446,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Middle,30.9,20714,4227,,,,
9447,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Not Literate,5.5,20714,4227,,,,
9448,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Post Graduate & Above,1,20714,4227,,,,
9449,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Secondary,11.8,20714,4227,,,,
9450,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Secondary & Above,28.7,20714,4227,,,,
9451,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Diploma/Certificate Course,0,1821,743,,,,
9452,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Graduate,17.7,1821,743,,,,
9453,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Higher Secondary,16.2,1821,743,,,,
9454,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Literate & Upto Primary,18.5,1821,743,,,,
9455,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Middle,25.3,1821,743,,,,
9456,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Not Literate,2.7,1821,743,,,,
9457,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Post Graduate & Above,4.9,1821,743,,,,
9458,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Secondary,14.7,1821,743,,,,
9459,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Secondary & Above,53.5,1821,743,,,,
9460,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Diploma/Certificate Course,0,1689,684,,,,
9461,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Graduate,22,1689,684,,,,
9462,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Higher Secondary,18.5,1689,684,,,,
9463,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Literate & Upto Primary,14.4,1689,684,,,,
9464,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Middle,22.5,1689,684,,,,
9465,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Not Literate,1.4,1689,684,,,,
9466,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Post Graduate & Above,4.3,1689,684,,,,
9467,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Secondary,16.9,1689,684,,,,
9468,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Secondary & Above,61.7,1689,684,,,,
9469,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Diploma/Certificate Course,0,3509,1427,,,,
9470,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Graduate,19.8,3509,1427,,,,
9471,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Higher Secondary,17.3,3509,1427,,,,
9472,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Literate & Upto Primary,16.5,3509,1427,,,,
9473,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Middle,24,3509,1427,,,,
9474,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Not Literate,2.1,3509,1427,,,,
9475,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Post Graduate & Above,4.6,3509,1427,,,,
9476,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Secondary,15.8,3509,1427,,,,
9477,India,17,Meghalaya,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Secondary & Above,57.5,3509,1427,,,,
9478,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Diploma/Certificate Course,0,,1392,,,,
9479,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Graduate,3.6,,1392,,,,
9480,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Higher Secondary,5.5,,1392,,,,
9481,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Literate & Upto Primary,39.2,,1392,,,,
9482,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Middle,35.8,,1392,,,,
9483,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Not Literate,7.6,,1392,,,,
9484,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Post Graduate & Above,0.6,,1392,,,,
9485,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Secondary,7.6,,1392,,,,
9486,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Secondary & Above,17.3,,1392,,,,
9487,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Diploma/Certificate Course,0,,1368,,,,
9488,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Graduate,3.9,,1368,,,,
9489,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Higher Secondary,7.4,,1368,,,,
9490,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Literate & Upto Primary,40.9,,1368,,,,
9491,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Middle,29.5,,1368,,,,
9492,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Not Literate,5.2,,1368,,,,
9493,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Post Graduate & Above,0.8,,1368,,,,
9494,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Secondary,12.2,,1368,,,,
9495,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Secondary & Above,24.4,,1368,,,,
9496,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Diploma/Certificate Course,0,,2760,,,,
9497,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Graduate,3.8,,2760,,,,
9498,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Higher Secondary,6.4,,2760,,,,
9499,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Literate & Upto Primary,40.1,,2760,,,,
9500,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Middle,32.7,,2760,,,,
9501,India,17,Meghalaya,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Not Literate,6.4,,2760,,,,
